id,sumodb_id,nsk_id,ring_name,current_rank,heya,birthday,height,weight,debut,retirement,total_wins,total_losses,total_matches
6868,7495,0,Ominami,,Taiho,1966-09-07T00:00:00Z,174.0,84.0,198203,1984-01-01T00:00:00Z,30,26,56
2700,8580,0,Miyanoshima,,Tokitsukaze,1950-05-31T00:00:00Z,176.0,115.0,196309,1968-01-01T00:00:00Z,46,109,155
6355,1826,0,Kyokushinho,,Oshima,1971-05-06T00:00:00Z,176.0,72.7,198703,1989-11-01T00:00:00Z,44,50,94
921,7699,0,Fujitaka,,Kokonoe,1957-10-22T00:00:00Z,184.0,105.0,197309,1983-07-01T00:00:00Z,205,201,406
4763,2890,0,Takahashiyama Yuya,,Hanakago,1987-07-17T00:00:00Z,178.0,121.0,200303,2005-03-01T00:00:00Z,21,35,56
7642,10913,0,Satsumayama,,-,0001-01-01T00:00:00Z,,,195705,1960-01-01T00:00:00Z,45,51,96
2978,3996,0,Niigiyama# Tadashi,,Tokitsukaze,1940-01-05T00:00:00Z,177.0,142.0,195503,1963-05-01T00:00:00Z,180,165,345
5556,1544,0,Wakazakura Wataru#,,Kumagatani,1966-05-13T00:00:00Z,170.5,116.0,198207,1991-03-01T00:00:00Z,186,175,361
3487,1197,0,Kuninofuji Kiifun,,Minato,1984-11-09T00:00:00Z,,,200105,2002-05-01T00:00:00Z,16,19,35
1670,8029,0,Wada,,Izutsu,1962-08-13T00:00:00Z,170.0,93.0,197805,1979-01-01T00:00:00Z,4,3,7
5031,181,0,Mizuyutaka Ken,,Tokitsukaze,1975-06-25T00:00:00Z,181.0,93.0,199103,2000-01-01T00:00:00Z,182,182,364
4469,480,0,Futamusashi Yoshihito,,Musashigawa,1979-06-23T00:00:00Z,178.0,137.5,199503,2009-03-01T00:00:00Z,288,283,571
2455,8880,0,Tsuchiya,,Tokitsukaze,1949-02-09T00:00:00Z,187.0,103.0,196905,1970-09-01T00:00:00Z,26,24,50
1524,7947,0,Chitoseyama,,Isegahama,1963-04-17T00:00:00Z,183.0,128.0,197903,1979-11-01T00:00:00Z,7,11,18
1053,1516,0,Aratakayama Kimiyasu#,,Fujishima,1964-07-20T00:00:00Z,177.5,116.0,198003,1992-11-01T00:00:00Z,262,250,512
7060,6687,0,Kishihara,,Kasugayama,1972-08-10T00:00:00Z,,,198803,1988-07-01T00:00:00Z,0,7,7
2504,8532,0,Onakamura,,Nishonoseki,1946-11-03T00:00:00Z,177.0,76.0,196403,1968-11-01T00:00:00Z,95,93,188
4326,11970,0,Takanoumi Yutaka,,Tokitsukaze,1996-03-19T00:00:00Z,176.0,121.0,201105,2011-09-01T00:00:00Z,4,6,10
33,12130,3521,Shodai,Maegashira 10 East,Tokitsukaze,1991-11-04T15:00:00Z,184.0,169.0,201403,,458,383,841
2983,5756,0,Takanohashi Tsunego#,,Hanakago,1940-11-14T00:00:00Z,,,195911,1964-11-01T00:00:00Z,109,97,206
4992,32,0,Akinoshu Kenji,,Izutsu,1969-01-17T00:00:00Z,179.0,121.0,198409,2001-01-01T00:00:00Z,409,387,796
2508,8543,0,Ogawa,,Isegahama,1948-01-04T00:00:00Z,174.5,93.5,196209,1969-01-01T00:00:00Z,120,146,266
2278,5864,0,Suzuki Hajime#,,Isenoumi,1945-04-30T00:00:00Z,185.3,122.0,196103,1972-05-01T00:00:00Z,233,224,457
8587,11625,0,Katsukiyama,,-,0001-01-01T00:00:00Z,,,196303,1963-09-01T00:00:00Z,7,7,14
7272,7951,0,Hibikinada,,Mihogaseki,1963-08-11T00:00:00Z,172.0,94.0,197903,1979-09-01T00:00:00Z,0,0,0
2631,5674,0,Satsumaumi,,Miyagino,1946-06-08T00:00:00Z,170.8,81.0,196503,1969-11-01T00:00:00Z,90,92,182
5724,2623,0,Isemusashi Tetsuya,,Musashigawa,1977-02-24T00:00:00Z,187.0,99.5,199501,1996-07-01T00:00:00Z,21,28,49
3184,12440,0,Houn Yohei,,Minezaki,1995-05-11T00:00:00Z,175.0,70.0,201709,2020-07-01T00:00:00Z,27,79,106
2148,8916,0,Osuzuki,,Taiho,1954-04-23T00:00:00Z,171.0,97.0,196911,1973-03-01T00:00:00Z,58,68,126
642,493,0,Toho Soshi,,Otake,1980-08-27T00:00:00Z,183.0,121.7,199603,2022-01-01T00:00:00Z,505,502,1007
8786,11386,0,Ando,,-,0001-01-01T00:00:00Z,,,196011,1961-07-01T00:00:00Z,7,7,14
1275,4136,0,Futahaguro Koji,,Tatsunami,1963-08-12T00:00:00Z,199.0,151.0,197903,1988-01-01T00:00:00Z,348,184,532
3680,353,0,Fujitsukasa Hideyasu,,Irumagawa,1977-06-29T00:00:00Z,189.0,185.0,199411,2007-09-01T00:00:00Z,267,254,521
1225,7202,0,Musashi Hiroyoshi#,,Takasago,1964-06-16T00:00:00Z,185.1,138.0,198003,1988-01-01T00:00:00Z,155,159,314
166,12373,3763,Tochikodai,Makushita 44 East,Kasugano,1999-01-09T00:00:00Z,177.0,117.0,201703,,157,140,297
6155,2392,0,Mimura Takayuki,,Musashigawa,1975-05-15T00:00:00Z,193.0,78.0,199209,1993-01-01T00:00:00Z,3,4,7
1690,5801,0,Kishu,,Isegahama,1955-09-07T00:00:00Z,177.0,115.0,197009,1978-09-01T00:00:00Z,157,169,326
6044,2530,0,Nagatayama Shinichi,,Tatsunami,1971-04-19T00:00:00Z,187.0,178.0,199401,1995-07-01T00:00:00Z,3,2,5
5629,1557,0,Shinminato Shinkichi#,,Minato,1970-02-16T00:00:00Z,181.8,145.0,198503,1993-01-01T00:00:00Z,164,149,313
8519,11676,0,Tashiro,,-,0001-01-01T00:00:00Z,,,196401,1964-03-01T00:00:00Z,0,0,0
2694,8786,0,Minehikari,,Futagoyama,1947-07-03T00:00:00Z,,,196505,1967-05-01T00:00:00Z,36,32,68
6084,2299,0,Ogata Tatsuya,,Musashigawa,1976-09-13T00:00:00Z,173.0,96.0,199203,1993-05-01T00:00:00Z,10,18,28
1607,7886,0,Hozan,,Taiho,1953-03-31T00:00:00Z,173.0,103.0,197009,1979-05-01T00:00:00Z,187,177,364
2765,8489,0,Tsukasanishiki#,,Kasugano,1945-10-02T00:00:00Z,177.0,78.0,196209,1968-01-01T00:00:00Z,107,96,203
5972,2186,0,Yutoyama Toru,,Takasago,1975-07-04T00:00:00Z,177.0,88.0,199103,1994-11-01T00:00:00Z,68,73,141
6812,5106,0,Wakataka Tsuyoshi#,,Asahiyama,1962-02-28T00:00:00Z,181.0,135.0,198201,1985-05-01T00:00:00Z,55,33,88
6120,2304,0,Maenobori Tsuyoshi,,Takadagawa,1976-04-05T00:00:00Z,173.0,80.0,199203,1993-09-01T00:00:00Z,16,26,42
1237,1487,0,Tatsubayama Kazutaka#,,Tokitsukaze,1964-10-29T00:00:00Z,182.0,116.9,198003,1992-11-01T00:00:00Z,259,247,506
5054,729,0,Satoyama Hisakazu,,Mihogaseki,1978-10-29T00:00:00Z,172.5,118.5,199703,1999-11-01T00:00:00Z,43,48,91
1399,3913,0,Kitanonada Noboru,,Tatsunami,1923-02-01T00:00:00Z,180.0,120.0,194001,1962-03-01T00:00:00Z,172,200,372
1179,2142,0,Maezakura Eijiro#,,Takadagawa,1956-02-24T00:00:00Z,176.5,137.0,197401,1982-05-01T00:00:00Z,175,168,343
8529,8912,0,Tokiryu,,-,0001-01-01T00:00:00Z,,,196909,1970-01-01T00:00:00Z,1,6,7
4463,9080,0,Kotonakai Hidetaka,,Sadogatake,1992-06-02T00:00:00Z,176.0,136.0,200803,2009-09-01T00:00:00Z,22,27,49
3654,384,0,Kachimori Kazutaka,,Isenoumi,1977-06-27T00:00:00Z,177.0,123.0,199605,2009-01-01T00:00:00Z,251,252,503
6458,6716,0,Kaiko,,Hanaregoma,1968-05-21T00:00:00Z,180.4,111.0,198403,1988-09-01T00:00:00Z,93,81,174
3091,6531,0,Asahisho Kota,,Tomozuna,1989-07-21T00:00:00Z,175.0,140.0,200503,2021-07-01T00:00:00Z,453,453,906
4773,839,0,Wakatetsu Koun,,Hanakago,1983-03-19T00:00:00Z,188.0,113.0,199803,2003-05-01T00:00:00Z,81,108,189
1117,7543,0,Ryutoyama Keisho#,,Isenoumi,1953-05-23T00:00:00Z,176.0,163.0,196805,1984-05-01T00:00:00Z,276,368,644
1699,4085,0,Owashi Hitoshi,,Wakamatsu,1946-01-12T00:00:00Z,190.0,115.0,196209,1978-01-01T00:00:00Z,488,500,988
5186,272,0,Shiunryu Teruki#,,Izutsu,1969-04-01T00:00:00Z,179.0,137.0,198405,1998-07-01T00:00:00Z,288,268,556
5606,1677,0,Kumonoumi,,Kasugano,1966-11-10T00:00:00Z,172.0,124.6,198203,1991-03-01T00:00:00Z,181,190,371
3375,1221,0,Hisatsukasa Nagatoshi,,Irumagawa,1983-11-16T00:00:00Z,176.0,118.0,200111,2017-07-01T00:00:00Z,298,336,634
4557,6026,0,Fujinoryu Toshiki,,Nakamura,1988-04-26T00:00:00Z,176.5,99.0,200403,2007-11-01T00:00:00Z,58,74,132
2294,5289,0,Kurokoma,,Futagoyama,1949-05-27T00:00:00Z,183.0,77.0,196803,1972-05-01T00:00:00Z,88,73,161
8513,11503,0,Ononishiki,,-,0001-01-01T00:00:00Z,,,196305,1964-03-01T00:00:00Z,8,6,14
6632,5008,0,Kitamusashi Kazuyoshi,,Musashigawa,1964-12-22T00:00:00Z,176.5,84.0,198303,1986-09-01T00:00:00Z,75,70,145
1637,7931,0,Arikawa Motokazu#,,Oshiogawa,1962-01-01T00:00:00Z,,,197709,1979-05-01T00:00:00Z,22,28,50
2189,8876,0,Tamaizumi,,Kataonami,1951-11-09T00:00:00Z,183.0,104.0,196905,1973-11-01T00:00:00Z,70,74,144
7229,8265,0,Daigo,,-,0001-01-01T00:00:00Z,,,197505,1976-01-01T00:00:00Z,0,1,1
3675,407,0,Futasegawa Katsuaki,,Kiriyama,1980-02-16T00:00:00Z,181.5,141.0,199503,2009-03-01T00:00:00Z,294,294,588
5595,1825,0,Morimoto Seiji#,,Kasugano,1972-06-06T00:00:00Z,180.0,123.0,198803,1995-09-01T00:00:00Z,162,125,287
2768,8686,0,Futaseumi,,Asahiyama,1947-05-01T00:00:00Z,180.0,77.0,196201,1967-09-01T00:00:00Z,120,111,231
3162,12386,0,Kototsukahara Hikaru,,Sadogatake,1998-05-31T00:00:00Z,189.0,161.0,201703,2020-09-01T00:00:00Z,55,66,121
5991,2527,0,Ishiyama Toshiaki,,Musashigawa,1975-05-19T00:00:00Z,183.0,106.0,199401,1996-03-01T00:00:00Z,28,14,42
4684,6503,0,Araki Kengo,,Magaki,1989-07-21T00:00:00Z,178.0,114.0,200503,2006-07-01T00:00:00Z,20,17,37
6628,7526,0,Yamagoshi Hiroto#,,Minato,1965-06-04T00:00:00Z,177.0,76.0,198303,1986-05-01T00:00:00Z,48,64,112
1671,8008,0,Katsunobori#,,Takasago,1962-06-16T00:00:00Z,178.0,122.0,197803,1979-01-01T00:00:00Z,2,6,8
8810,11348,0,Hamaguchi,,-,0001-01-01T00:00:00Z,,,196011,1961-03-01T00:00:00Z,2,5,7
1593,7832,0,Masuiryu Masaru#,,Mihogaseki,1960-01-29T00:00:00Z,170.0,93.0,197503,1980-09-01T00:00:00Z,86,93,179
6994,2520,0,Tennomai Norio,,Takashima,1975-01-25T00:00:00Z,174.0,76.0,199311,1994-01-01T00:00:00Z,0,0,0
1426,7948,0,Tokaiakira#,,Mihogaseki,1964-02-02T00:00:00Z,174.0,99.0,197903,1979-09-01T00:00:00Z,6,8,14
5811,1650,0,Fudofuji Hiroyuki#,,Asahiyama,1967-01-16T00:00:00Z,176.0,130.6,198203,1996-01-01T00:00:00Z,258,291,549
2573,4003,0,Yutakayama Katsuo,,Tokitsukaze,1937-08-18T00:00:00Z,189.0,137.0,196103,1968-09-01T00:00:00Z,413,245,658
6604,7590,0,Ushijima Koichi#,,Takasago,1965-04-20T00:00:00Z,178.4,113.0,198301,1986-05-01T00:00:00Z,58,54,112
8495,11515,0,Matsunoumi,,-,0001-01-01T00:00:00Z,,,196203,1964-09-01T00:00:00Z,42,42,84
1359,3963,0,Ononishiki Kisaburo,,Onogawa,1922-03-20T00:00:00Z,176.0,98.0,193805,1960-03-01T00:00:00Z,77,103,180
6550,7215,0,Hibikiryu,,Musashigawa,1969-07-30T00:00:00Z,173.0,115.0,198503,1988-01-01T00:00:00Z,53,52,105
4283,11852,0,Sunaga Masayoshi,,Naruto,1994-09-15T00:00:00Z,173.0,122.0,201003,2012-09-01T00:00:00Z,27,64,91
571,11935,3326,Kenho,Jonidan 90 West,Tokitsukaze,1989-02-10T00:00:00Z,180.0,204.0,201105,,231,221,452
1986,8204,0,Tsuruginami,,Tatsunami,1950-11-20T00:00:00Z,173.0,125.0,196801,1976-03-01T00:00:00Z,159,170,329
6374,2059,0,Arai Naoki,,Isenoumi,1971-08-14T00:00:00Z,184.5,131.0,199001,1991-01-01T00:00:00Z,5,2,7
7277,7883,0,Tatsukobayashi,,Tatsunami,1963-06-26T00:00:00Z,173.5,88.0,197905,1979-07-01T00:00:00Z,0,0,0
1912,8202,0,Kusaka,,Dewanoumi,1957-05-30T00:00:00Z,178.0,110.0,197111,1977-03-01T00:00:00Z,91,82,173
3363,1111,0,Harumafuji Kohei,,Isegahama,1984-04-14T00:00:00Z,186.0,133.0,200101,2017-11-01T00:00:00Z,827,444,1271
6614,7334,0,Wakaoshima,,Takasago,1969-05-03T00:00:00Z,181.0,113.0,198503,1987-03-01T00:00:00Z,28,35,63
6751,7649,0,Chippuasahi Kenichi,,Oshima,1968-09-22T00:00:00Z,178.0,99.0,198403,1985-01-01T00:00:00Z,8,6,14
5114,477,0,Raitenzan Hiroshi,,Hatachiyama,1976-08-17T00:00:00Z,182.0,90.0,199501,2000-03-01T00:00:00Z,90,92,182
5281,2633,0,Tamahiryu Hironori,,Kataonami,1979-08-11T00:00:00Z,177.0,76.5,199503,1997-11-01T00:00:00Z,47,58,105
5401,2777,0,Takaakiyama Takuya,,Futagoyama,1981-11-25T00:00:00Z,182.0,135.0,199703,1997-09-01T00:00:00Z,0,11,11
2750,8704,0,Katsurakuni,,Kise,1944-03-09T00:00:00Z,,,196001,1967-11-01T00:00:00Z,153,150,303
151,11942,3333,Onojo,Makushita 30 East,Takadagawa,1996-01-31T00:00:00Z,182.0,143.0,201105,,280,253,533
6746,7653,0,Kondo Takahiko,,Hanakago,1968-08-03T00:00:00Z,177.0,105.0,198403,1984-11-01T00:00:00Z,5,3,8
3920,99,0,Shunketsu Yuji,,Hanaregoma,1976-07-13T00:00:00Z,177.0,121.0,199203,2008-03-01T00:00:00Z,461,434,895
4832,376,0,Kazashi Kyotaro,,Tatsunami,1977-05-31T00:00:00Z,180.0,124.9,199303,2001-09-01T00:00:00Z,167,159,326
1048,4414,0,Omuroyama#,,Taiho,1964-09-13T00:00:00Z,,,198003,1981-09-01T00:00:00Z,17,32,49
7936,5731,0,Chokaiyama#,,Miyagino,1953-05-09T00:00:00Z,175.0,101.0,196905,1970-07-01T00:00:00Z,13,15,28
6409,2028,0,Koiso Fumiaki,,Hanaregoma,1973-11-28T00:00:00Z,176.0,115.0,198903,1989-07-01T00:00:00Z,1,6,7
5479,2055,0,Tatsukaze Toshihiro,,Oguruma,1971-08-09T00:00:00Z,182.0,114.4,198911,1995-03-01T00:00:00Z,113,98,211
286,12564,3955,Hakuonada,Makushita 42 East,Yamahibiki,2000-07-29T00:00:00Z,185.0,158.0,201903,,113,97,210
3922,147,0,Toyonokuni Daichi,,Tokitsukaze,1979-05-23T00:00:00Z,181.0,134.0,199503,2013-11-01T00:00:00Z,409,354,763
902,5723,0,Kotoarashi,,Sadogatake,1954-07-15T00:00:00Z,183.0,102.0,196911,1980-09-01T00:00:00Z,219,227,446
1545,4305,0,Tsunenoyama Hideo,,Dewanoumi,1946-08-07T00:00:00Z,172.5,100.0,196409,1979-09-01T00:00:00Z,332,300,632
7176,7669,0,Oikawa# Takashi,,Isegahama,1969-02-17T00:00:00Z,173.0,85.0,198403,1984-05-01T00:00:00Z,0,0,0
7474,10357,0,Inenomori,,-,0001-01-01T00:00:00Z,,,195305,1959-05-01T00:00:00Z,28,36,64
3082,12020,0,Kotokogyoku Hirotake,,Sadogatake,1993-08-06T00:00:00Z,184.0,88.0,201203,2021-09-01T00:00:00Z,176,216,392
167,12561,3952,Otsuji,Makushita 4 East,Takadagawa,2003-10-06T00:00:00Z,180.0,129.0,201903,,119,83,202
2630,5819,0,Nishinohana Tetsunori,,Dewanoumi,1949-09-08T00:00:00Z,181.0,83.0,196801,1969-05-01T00:00:00Z,26,16,42
3482,740,0,Kasachikara Mitsumasa,,Nishonoseki,1970-07-13T00:00:00Z,177.0,137.7,198603,2013-01-01T00:00:00Z,405,661,1066
4519,6527,0,Wakanoho Toshinori,,Magaki,1988-07-08T00:00:00Z,195.0,156.0,200503,2008-07-01T00:00:00Z,131,81,212
6829,7459,0,Kyokutenho Masateru#,,Oshima,1965-08-25T00:00:00Z,176.0,91.0,198103,1984-05-01T00:00:00Z,65,61,126
1374,3961,0,Takanishiki Teruo,,Takasago,1934-02-12T00:00:00Z,168.0,152.0,194905,1963-11-01T00:00:00Z,223,261,484
4197,1215,0,Takanoyama Shuntaro,,Tagonoura,1983-02-21T00:00:00Z,185.0,98.0,200111,2014-07-01T00:00:00Z,325,318,643
8735,5183,0,Yamane,,Sadogatake,1941-06-18T00:00:00Z,,,196201,1962-03-01T00:00:00Z,0,0,0
8771,5552,0,Ueda Tooru#,,Kasugano,0001-01-01T00:00:00Z,,,195807,1959-03-01T00:00:00Z,12,4,16
3414,12215,0,Hirotsukasa Kodai,,Irumagawa,1992-08-30T00:00:00Z,168.0,102.0,201503,2017-09-01T00:00:00Z,55,36,91
366,12389,3780,Suio,Sandanme 54 East,Dewanoumi,2001-07-03T00:00:00Z,177.0,113.0,201703,,141,128,269
1102,5474,0,Hoshikaze Noboru,,Michinoku,1963-01-14T00:00:00Z,170.0,90.0,197805,1983-05-01T00:00:00Z,91,91,182
3999,455,0,Tamaarashi Hiroyuki,,Kataonami,1978-12-28T00:00:00Z,181.5,149.0,199505,2004-01-01T00:00:00Z,172,171,343
6672,7284,0,Wakasuruga,,Oshiogawa,1965-03-29T00:00:00Z,176.0,76.0,198303,1987-09-01T00:00:00Z,82,86,168
8125,10695,0,Urushibara,,Tokitsukaze,1942-11-23T00:00:00Z,,,196007,1966-01-01T00:00:00Z,114,110,224
1191,5123,0,Amamifuji Toyohiro#,,Takasago,1959-10-20T00:00:00Z,181.5,154.0,197603,1988-09-01T00:00:00Z,267,234,501
6834,7636,0,Yoshiarai Masashi,,Kumagatani,1968-12-31T00:00:00Z,173.0,103.0,198403,1985-05-01T00:00:00Z,10,12,22
649,11777,0,Arikawa Yoshikazu,,Hanaregoma,1988-10-09T00:00:00Z,170.0,124.2,200903,2022-01-01T00:00:00Z,253,256,509
5270,2804,0,Kawabata Takehiro,,Hanaregoma,1982-01-28T00:00:00Z,172.0,76.0,199705,1998-05-01T00:00:00Z,11,17,28
71,12320,3711,Churanoumi,Maegashira 12 West,Kise,1993-05-06T00:00:00Z,176.0,143.0,201603,,295,271,566
8072,11531,0,Kudo,,-,0001-01-01T00:00:00Z,,,196205,1966-05-01T00:00:00Z,80,74,154
2926,8682,0,Naranishiki,,Tatsunami,1951-05-06T00:00:00Z,173.0,100.0,196703,1970-01-01T00:00:00Z,12,16,28
6240,1676,0,Ryuma,,Ajigawa,1966-04-20T00:00:00Z,175.4,124.0,198203,1991-01-01T00:00:00Z,167,183,350
6781,7627,0,Kotonara Yasushi,,Sadogatake,1968-06-01T00:00:00Z,182.0,116.0,198403,1985-09-01T00:00:00Z,9,5,14
2511,8528,0,Hananokawa,,Futagoyama,1949-01-12T00:00:00Z,173.0,75.0,196607,1968-09-01T00:00:00Z,48,36,84
5787,2084,0,Fuminonada Fumikazu,,Nakamura,1974-04-29T00:00:00Z,180.2,139.5,199003,1992-09-01T00:00:00Z,46,49,95
527,916,2106,Tochikasuga,Jonidan 64 East,Kasugano,1983-10-01T00:00:00Z,177.0,132.3,199903,,506,542,1048
3970,1047,0,Toyonohana Mitsutoyo,,Tokitsukaze,1984-09-29T00:00:00Z,177.5,106.2,200003,2004-03-01T00:00:00Z,81,73,154
7542,10680,0,Matsunohana,,-,0001-01-01T00:00:00Z,,,195505,1959-03-01T00:00:00Z,25,23,48
289,11923,0,Rao,Sandanme 75 East,Tatsunami,1993-03-30T00:00:00Z,173.0,125.0,201101,2024-01-31T00:00:00Z,263,247,510
7487,5400,0,Shiroiwayama#,,Isenoumi,1938-07-27T00:00:00Z,,,195505,1965-09-01T00:00:00Z,155,181,336
7760,11010,0,Shibanishiki,,Magaki,1940-09-09T00:00:00Z,,,195709,1962-11-01T00:00:00Z,94,113,207
6213,2198,0,Tochikenryu Shingo,,Kasugano,1975-05-30T00:00:00Z,192.0,134.0,199103,1992-03-01T00:00:00Z,8,8,16
1660,5661,0,Kotoishikari Tsunanori#,,Sadogatake,1962-07-15T00:00:00Z,175.0,108.0,197803,1979-01-01T00:00:00Z,11,10,21
2382,8555,0,Kuninobori,,Takasago,1951-01-27T00:00:00Z,173.0,106.0,196603,1971-01-01T00:00:00Z,84,98,182
4066,22,0,Gojoro Katsuhiro,,Magaki,1973-08-18T00:00:00Z,190.0,147.0,198911,2005-11-01T00:00:00Z,504,446,950
5403,2760,0,Sakihara Moritaka,,Hanaregoma,1980-09-12T00:00:00Z,182.0,106.0,199703,1997-09-01T00:00:00Z,1,6,7
4538,7140,0,Takama Fumio,,Naruto,1992-02-24T00:00:00Z,181.0,117.3,200703,2009-01-01T00:00:00Z,29,41,70
2085,4090,0,Ryoga Seiko,,Tatsunami,1948-01-20T00:00:00Z,176.4,131.5,196305,1974-01-01T00:00:00Z,294,283,577
570,12419,3810,Zuiko,Jonidan 104 West,Tatsunami,2002-03-26T00:00:00Z,173.0,86.0,201703,2023-05-31T00:00:00Z,97,140,237
1314,3985,0,Myobudani Yasuhiko,,Miyagino,1937-04-29T00:00:00Z,189.0,113.0,195403,1969-11-01T00:00:00Z,530,529,1059
3818,642,0,Onochikara Masaki,,Onomatsu,1977-07-02T00:00:00Z,176.0,111.0,199707,2003-01-01T00:00:00Z,112,98,210
2229,8574,0,Asanoumi,,Takasago,1948-04-26T00:00:00Z,179.0,82.0,196503,1972-05-01T00:00:00Z,138,156,294
8004,11346,0,Tochinomine,,Kasugano,1944-10-02T00:00:00Z,,,196005,1966-09-01T00:00:00Z,142,124,266
3522,589,0,Otsukuba Hideki,,Isenoumi,1975-06-23T00:00:00Z,187.0,161.0,199103,2011-11-01T00:00:00Z,366,482,848
3056,5219,0,Dewanoyama Norio,,Dewanoumi,1932-02-10T00:00:00Z,,,195001,1962-01-01T00:00:00Z,92,83,175
4057,180,0,Wakainami Takeshi,,Tatsunami,1975-12-29T00:00:00Z,180.0,127.0,199207,2010-03-01T00:00:00Z,389,353,742
7499,10767,0,Hisanohana,,-,0001-01-01T00:00:00Z,,,195603,1959-05-01T00:00:00Z,29,27,56
1577,7896,0,Taiheizan Yasuo#,,Miyagino,1955-02-12T00:00:00Z,174.0,72.0,197203,1979-11-01T00:00:00Z,155,153,308
1379,3889,0,Kuninobori Kunio,,Takasago,1925-04-18T00:00:00Z,174.0,126.0,194005,1961-05-01T00:00:00Z,135,157,292
2242,8832,0,Dewahikari,,Dewanoumi,1950-07-27T00:00:00Z,173.0,130.0,196805,1972-07-01T00:00:00Z,90,85,175
7218,8325,0,Yuwandake,,-,0001-01-01T00:00:00Z,,,197503,1975-09-01T00:00:00Z,7,7,14
3493,674,0,Hokutotsukasa Naoyuki,,Hakkaku,1980-05-27T00:00:00Z,173.5,118.5,199603,2006-01-01T00:00:00Z,168,218,386
525,11913,3307,Okuniiwa,Jonidan 82 West,Oitekaze,1992-09-18T00:00:00Z,184.0,119.0,201011,,262,298,560
1932,8277,0,Domon,,Miyagino,1960-08-20T00:00:00Z,,,197603,1977-03-01T00:00:00Z,9,27,36
2373,8635,0,Fukusayama,,Dewanoumi,1949-07-26T00:00:00Z,182.7,79.0,196605,1971-09-01T00:00:00Z,101,121,222
3191,12260,0,Aratora Mitsuhiro,,Isenoumi,1992-06-27T00:00:00Z,180.0,125.0,201505,2020-07-01T00:00:00Z,108,95,203
4753,1238,0,Kashiwaryu Masahiro,,Isenoumi,1983-07-07T00:00:00Z,177.0,109.3,200203,2004-03-01T00:00:00Z,42,35,77
5677,2465,0,Asakanagawa Koji,,Wakamatsu,1977-08-17T00:00:00Z,173.0,132.0,199303,1997-05-01T00:00:00Z,69,64,133
6936,1218,0,Komaizumi Hitoshi,,Hanaregoma,1983-06-30T00:00:00Z,185.0,101.0,200111,2002-01-01T00:00:00Z,0,0,0
6620,6688,0,Shintatsu,,Onaruto,1968-08-23T00:00:00Z,181.0,88.0,198407,1988-07-01T00:00:00Z,60,71,131
6702,7390,0,Kashiwazaki,,Kasugano,0001-01-01T00:00:00Z,,,198603,1987-03-01T00:00:00Z,6,11,17
4517,1402,0,Hakurozan Yuta,,Kitanoumi,1982-02-06T00:00:00Z,189.0,140.0,200205,2008-09-01T00:00:00Z,233,218,451
4754,2931,0,Nishihara Kenji,,Hakkaku,1984-11-04T00:00:00Z,179.0,123.0,200307,2004-05-01T00:00:00Z,2,4,6
1176,1430,0,Minenofuji Toshiaki#,,Kokonoe,1960-04-07T00:00:00Z,192.5,100.0,197603,1993-11-01T00:00:00Z,376,347,723
169,12064,3454,Chiyonokatsu,Sandanme 22 West,Kokonoe,1994-04-13T00:00:00Z,177.0,129.0,201303,,230,208,438
581,11877,3287,Azumayama,Jonidan 98 East,Tamanoi,1994-06-10T00:00:00Z,182.0,108.6,201005,,174,394,568
1465,7890,0,Fujigamine Hiroshi#,,Tokitsukaze,1955-07-30T00:00:00Z,183.0,105.0,197011,1980-01-01T00:00:00Z,186,197,383
6450,5122,0,Akitsunami,,Takasago,1965-09-27T00:00:00Z,176.3,134.0,198103,1988-03-01T00:00:00Z,129,144,273
6515,6740,0,Shimomoto,,Nakamura,1972-03-10T00:00:00Z,,,198703,1988-09-01T00:00:00Z,13,8,21
5087,969,0,Towata Kazumichi,,Shikihide,1983-05-30T00:00:00Z,179.0,104.0,199903,2000-01-01T00:00:00Z,9,19,28
5743,2544,0,Mochizuki Yasunari,,Oshima,1978-07-22T00:00:00Z,173.5,134.0,199403,1996-01-01T00:00:00Z,34,26,60
6418,6739,0,Tokairyu,,Azumazeki,1971-12-12T00:00:00Z,,,198707,1988-11-01T00:00:00Z,15,20,35
5734,2093,0,Kawai Nobuo,,Nakamura,1975-02-22T00:00:00Z,183.0,89.0,199003,1995-01-01T00:00:00Z,87,82,169
5323,2610,0,Michinohikari Nobuhiko,,Dewanoumi,1976-12-14T00:00:00Z,181.0,97.5,199411,1998-01-01T00:00:00Z,54,58,112
6197,2289,0,Mikuni Minoru,,Dewanoumi,1976-09-28T00:00:00Z,173.0,90.0,199203,1992-09-01T00:00:00Z,6,8,14
219,12225,3615,Sazanami,Makushita 46 East,Isenoumi,2000-01-31T00:00:00Z,182.0,119.0,201503,,198,187,385
8490,11502,0,Katsurasato,,-,0001-01-01T00:00:00Z,,,196201,1964-07-01T00:00:00Z,44,39,83
5952,2407,0,Shimanomine Kenjiro,,Matsugane,1974-07-21T00:00:00Z,188.0,85.0,199301,1995-01-01T00:00:00Z,32,45,77
7926,8965,0,Harada,,-,0001-01-01T00:00:00Z,,,197007,1970-09-01T00:00:00Z,0,0,0
4430,6571,0,Masuhikari Koji,,Chiganoura,1983-04-26T00:00:00Z,176.5,182.8,200511,2010-11-01T00:00:00Z,99,83,182
