id,sumodb_id,nsk_id,ring_name,current_rank,heya,birthday,height,weight,debut,retirement
7368,4157,0,Notonoyama Ryuzo,,Tatsunami,1928-05-05T00:00:00Z,193.0,129.0,194611,1958-05-01T00:00:00Z
2035,8201,0,Takahashi,,Taiho,1955-10-28T00:00:00Z,173.0,80.0,196911,1975-11-01T00:00:00Z
6173,2168,0,Takemori Shigeru,,Taiho,1975-08-18T00:00:00Z,184.0,110.0,199103,1992-05-01T00:00:00Z
3079,7177,0,Ayanoumi Takuya,,Yamahibiki,1992-03-23T00:00:00Z,172.0,111.0,200703,2021-09-01T00:00:00Z
3227,12123,0,Narumi Satoshi,,Onomatsu,1994-08-27T00:00:00Z,175.0,132.0,201401,2020-01-01T00:00:00Z
8446,11480,0,Miyanomoto,,-,0001-01-01T00:00:00Z,,,196601,1966-03-01T00:00:00Z
1583,7944,0,Kashima,,Futagoyama,1963-07-02T00:00:00Z,189.0,117.0,197903,1979-09-01T00:00:00Z
1672,8026,0,Kotominato,,Sadogatake,1962-05-30T00:00:00Z,179.0,102.0,197803,1978-11-01T00:00:00Z
2397,8420,0,Hidemitsu,,Takashima,1945-05-05T00:00:00Z,182.0,91.0,196309,1971-03-01T00:00:00Z
4203,11745,0,Tokiarashi Ken,,Tokitsukaze,1990-08-08T00:00:00Z,180.0,138.5,200903,2014-07-01T00:00:00Z
8553,11499,0,Kitanosato,,Dewanoumi,1943-07-03T00:00:00Z,,,196201,1963-09-01T00:00:00Z
5355,1936,0,Arikado Hayato#,,Tatsunami,1973-01-25T00:00:00Z,173.0,133.0,198809,1997-05-01T00:00:00Z
8166,11372,0,Oumiyama#,,-,0001-01-01T00:00:00Z,,,196307,1965-11-01T00:00:00Z
7554,10679,0,Takeuchi,,-,0001-01-01T00:00:00Z,,,195505,1959-07-01T00:00:00Z
2622,8655,0,Momonofuji,,Tokitsukaze,1946-10-20T00:00:00Z,188.0,92.0,196409,1969-05-01T00:00:00Z
8207,11475,0,Furushiro,,Kataonami,1942-04-08T00:00:00Z,,,196109,1965-07-01T00:00:00Z
80,12321,3712,Hatooka,Sandanme 13 East,Kise,1994-02-23T00:00:00Z,183.5,140.3,201603,
499,9126,3219,Hirose,Jonidan 87 West,Arashio,1988-10-18T00:00:00Z,178.0,164.0,200909,
757,7507,0,Kunimidori Yoichi#,,Isegahama,1963-09-23T00:00:00Z,178.0,124.0,197903,1985-05-01T00:00:00Z
4562,6640,0,Nakamatsu Miyuji,,Sakaigawa,1991-01-23T00:00:00Z,172.0,107.0,200603,2007-03-01T00:00:00Z
5543,1753,0,Terukaze Atsushi#,,Oguruma,1970-10-25T00:00:00Z,177.0,140.9,198611,1993-01-01T00:00:00Z
800,7430,0,Nakanosato Osamu#,,Isegahama,1958-08-04T00:00:00Z,178.0,104.0,197905,1986-01-01T00:00:00Z
2387,8482,0,Wakanoyama,,Dewanoumi,1947-08-20T00:00:00Z,184.0,96.0,196603,1971-03-01T00:00:00Z
1121,1639,0,Takinomine Shinichi#,,Izutsu,1961-10-20T00:00:00Z,185.0,138.0,197703,1989-05-01T00:00:00Z
5171,565,0,Maenohikari Masayoshi,,Takadagawa,1976-10-28T00:00:00Z,184.0,98.0,199203,1999-07-01T00:00:00Z
5360,2744,0,Kaiguzan Jun,,Hanaregoma,1978-07-12T00:00:00Z,175.0,143.0,199701,1997-09-01T00:00:00Z
5151,804,0,Miyasaka Masakiyo,,Asahiyama,1982-06-10T00:00:00Z,173.0,125.0,199803,1999-01-01T00:00:00Z
6535,7379,0,Shikakubo,,Oshiogawa,1969-05-21T00:00:00Z,177.0,114.0,198503,1987-05-01T00:00:00Z
8198,11656,0,Hiranuma,,-,0001-01-01T00:00:00Z,,,196501,1965-09-01T00:00:00Z
4655,7241,0,Tokitaizan Takashi,,Tokitsukaze,1989-10-23T00:00:00Z,182.0,112.0,200705,2007-07-01T00:00:00Z
8640,11149,0,Tsugarunada,,-,0001-01-01T00:00:00Z,,,195811,1960-09-01T00:00:00Z
8594,11534,0,Otaiwa,,-,0001-01-01T00:00:00Z,,,196205,1963-01-01T00:00:00Z
93,12585,3976,Hokutenkai,Makushita 56 West,Onoe,1999-02-02T00:00:00Z,179.4,137.7,201905,
4439,11817,0,Kotonishizuka Ryoma,,Sadogatake,1993-04-09T00:00:00Z,178.0,100.0,200911,2010-01-01T00:00:00Z
2138,8671,0,Yamatodake#,,Futagoyama,1952-01-04T00:00:00Z,176.5,101.0,196711,1974-09-01T00:00:00Z
8087,6879,0,Terunosato,,-,0001-01-01T00:00:00Z,,,196507,1966-07-01T00:00:00Z
7514,6876,0,Tochigiumi,,Kasugano,1941-03-28T00:00:00Z,,,195501,1966-05-01T00:00:00Z
8614,11075,0,Hirose,,-,0001-01-01T00:00:00Z,,,195805,1961-01-01T00:00:00Z
8512,11649,0,Tomonoya#,,-,0001-01-01T00:00:00Z,,,196307,1964-09-01T00:00:00Z
3685,214,0,Toshinyama Noriyuki,,Tamanoi,1974-07-28T00:00:00Z,173.0,157.0,199401,2010-05-01T00:00:00Z
6619,7324,0,Yutakamine,,Tokitsukaze,1965-10-17T00:00:00Z,177.0,108.0,198205,1987-11-01T00:00:00Z
7021,7713,0,Taemiyama#,,Oyama,1967-09-15T00:00:00Z,180.0,126.0,198303,1983-07-01T00:00:00Z
6088,2307,0,Daikiryu Takayuki,,Kitanoumi,1977-01-08T00:00:00Z,176.5,109.0,199203,1993-01-01T00:00:00Z
8648,10953,0,Kotonoyama,,-,0001-01-01T00:00:00Z,,,195907,1960-09-01T00:00:00Z
2570,5308,0,Wakaumi,,Tatsunami,1946-12-06T00:00:00Z,178.3,91.0,196201,1970-07-01T00:00:00Z
3268,11864,0,Nishiyama Yutaro,,Onoe,1994-04-27T00:00:00Z,180.0,158.5,201003,2018-09-01T00:00:00Z
2160,8386,0,Noboriryu#,,Takasago,1947-09-20T00:00:00Z,178.0,121.0,196209,1973-01-01T00:00:00Z
8023,11692,0,Hosokawa,,-,0001-01-01T00:00:00Z,,,196403,1966-09-01T00:00:00Z
7682,10832,0,Otokosuzuyama#,,-,0001-01-01T00:00:00Z,,,195605,1958-03-01T00:00:00Z
4822,424,0,Oazuma Noboru,,Tamanoi,1973-12-30T00:00:00Z,182.0,97.5,199201,2001-07-01T00:00:00Z
4497,6900,0,Kunigami Shonosuke,,Sakaigawa,1988-05-02T00:00:00Z,186.0,138.0,200809,2009-03-01T00:00:00Z
8814,11215,0,Hiyoshi,,-,0001-01-01T00:00:00Z,,,195903,1959-07-01T00:00:00Z
205,12656,4047,Hoshuzan,Sandanme 2 East,Naruto,1997-08-09T00:00:00Z,174.0,166.0,202007,
2876,8725,0,Fujinobori,,Takasago,1947-08-31T00:00:00Z,,,196303,1967-07-01T00:00:00Z
2844,6846,0,Tenryuzan,,Izutsu,1939-02-14T00:00:00Z,,,195503,1968-05-01T00:00:00Z
971,1363,0,Hokutenyu Katsuhiko,,Mihogaseki,1960-08-08T00:00:00Z,183.0,139.0,197603,1990-09-01T00:00:00Z
523,12757,4148,Hayashiryu,Sandanme 72 West,Nishonoseki,2006-07-04T00:00:00Z,171.0,129.0,202203,
8484,11715,0,Shinminato,,-,0001-01-01T00:00:00Z,,,196407,1965-05-01T00:00:00Z
6193,2339,0,Oguro Shinji,,Kasugano,1976-09-28T00:00:00Z,179.0,108.0,199203,1993-01-01T00:00:00Z
8280,11159,0,Seizan#,,Isegahama,1943-07-26T00:00:00Z,,,195811,1962-09-01T00:00:00Z
6070,2311,0,Kotosasaki Soji,,Sadogatake,1976-09-25T00:00:00Z,181.5,107.0,199203,1994-05-01T00:00:00Z
8434,5217,0,Fusenishiki,,Takashima,1942-11-10T00:00:00Z,,,196111,1962-01-01T00:00:00Z
1207,1345,0,Tamaryu Daizo,,Kataonami,1954-07-22T00:00:00Z,191.0,122.0,197001,1992-01-01T00:00:00Z
6926,2877,0,Kobayashi,,Naruto,1986-01-05T00:00:00Z,176.0,111.0,200303,2003-05-01T00:00:00Z
8573,11577,0,Nomoto,,-,0001-01-01T00:00:00Z,,,196209,1963-03-01T00:00:00Z
8656,11253,0,Hakushugawa#,,-,0001-01-01T00:00:00Z,,,195905,1961-09-01T00:00:00Z
6972,2803,0,Isearashi Yuki,,Isegahama,1979-05-27T00:00:00Z,176.0,98.0,199705,1998-09-01T00:00:00Z
4954,857,0,Watarai Nobuo,,Hakkaku,1979-06-11T00:00:00Z,176.3,123.0,199809,2000-03-01T00:00:00Z
7750,10922,0,Nankaiyama,,Hanakago,1940-10-10T00:00:00Z,,,195701,1964-05-01T00:00:00Z
7096,2394,0,Hirakawa Masakatsu,,Oshima,1974-01-30T00:00:00Z,173.0,80.0,199211,1993-01-01T00:00:00Z
551,2881,0,Hatachijo,Jonidan 45 East,Yamahibiki,1985-03-19T00:00:00Z,183.0,146.3,200303,2024-01-31T00:00:00Z
2780,8799,0,Arasegawa,,Tatsunami,1947-10-26T00:00:00Z,173.0,77.0,196409,1967-03-01T00:00:00Z
1929,5703,0,Fukunoshima Hiroshi#,,Asahiyama,1959-02-10T00:00:00Z,181.6,95.0,197411,1976-09-01T00:00:00Z
5289,2000,0,Tamaazuma Kazutoshi,,Tamanoi,1973-05-26T00:00:00Z,182.5,119.5,198903,1997-11-01T00:00:00Z
4437,6641,0,Higashi Takuma,,Shikoroyama,1990-06-08T00:00:00Z,178.0,83.0,200605,2010-01-01T00:00:00Z
5092,889,0,Nagai Osamu,,Taiho,1983-07-18T00:00:00Z,179.0,111.0,199903,1999-05-01T00:00:00Z
6983,2665,0,Futakawame Ryuta,,Kokonoe,1979-05-26T00:00:00Z,178.0,103.0,199503,1995-05-01T00:00:00Z
2782,8680,0,Okiso,,Isenoumi,1951-05-14T00:00:00Z,182.0,132.0,196601,1968-01-01T00:00:00Z
8620,11101,0,Osadayama,,-,0001-01-01T00:00:00Z,,,195807,1960-05-01T00:00:00Z
5967,2266,0,Natsume Kenichi,,Futagoyama,1973-10-07T00:00:00Z,183.5,94.5,199201,1994-11-01T00:00:00Z
7412,10076,0,Okumura,,Nishonoseki,0001-01-01T00:00:00Z,,,194711,1958-05-01T00:00:00Z
992,4310,0,Matsuyama Yoshihiro,,Miyagino,1952-04-06T00:00:00Z,181.5,140.0,197101,1983-03-01T00:00:00Z
5504,1918,0,Kotoyasuhara,,Sadogatake,1973-03-07T00:00:00Z,176.3,129.0,198803,1991-03-01T00:00:00Z
797,7264,0,Kototsurugi Junya#,,Sadogatake,1960-07-06T00:00:00Z,185.8,108.0,197603,1986-09-01T00:00:00Z
5810,1664,0,Tsubasafuji Shuhei#,,Kokonoe,1969-12-10T00:00:00Z,179.0,130.0,198503,1994-09-01T00:00:00Z
7952,5338,0,Yamada,,-,0001-01-01T00:00:00Z,,,197403,1974-05-01T00:00:00Z
3278,12399,0,Akashiryu Naoya,,Tagonoura,1998-06-04T00:00:00Z,183.0,111.0,201703,2019-09-01T00:00:00Z
6402,1923,0,Shinfuji,,Taiho,1972-06-11T00:00:00Z,178.0,91.0,198803,1989-05-01T00:00:00Z
24,12314,3705,Hiradoumi,Komusubi 1 West,Sakaigawa,1991-11-04T15:00:00Z,178.0,138.0,201603,
3801,676,0,Minozakura Katsunori,,Takashima,1977-12-18T00:00:00Z,177.0,143.5,199303,2005-01-01T00:00:00Z
8266,11103,0,Nasunishiki,,Kasugano,1940-08-24T00:00:00Z,,,195807,1962-05-01T00:00:00Z
2123,8259,0,Sakarinishiki#,,Hanakago,1956-09-02T00:00:00Z,,,197301,1975-11-01T00:00:00Z
1539,7895,0,Takanoumi Takashi#,,Dewanoumi,1957-11-04T00:00:00Z,173.0,100.0,197601,1980-01-01T00:00:00Z
4617,261,0,Isshin Taro,,Kiriyama,1973-09-03T00:00:00Z,187.5,153.0,199111,2001-07-01T00:00:00Z
922,5705,0,Daimon Teruyoshi#,,Taiho,1956-10-20T00:00:00Z,175.0,105.0,197205,1981-05-01T00:00:00Z
5656,2023,0,Takachikara Yasumichi,,Dewanoumi,1973-06-10T00:00:00Z,182.0,112.0,198903,1996-09-01T00:00:00Z
6367,1724,0,Takamitani,,Azumazeki,1969-09-14T00:00:00Z,176.0,134.5,198607,1989-07-01T00:00:00Z
1044,7216,0,Futasenada Naohiro#,,Asahiyama,1964-08-21T00:00:00Z,174.5,111.0,198003,1988-01-01T00:00:00Z
7194,2433,0,Uedayama Koichi,,Musashigawa,1978-01-09T00:00:00Z,175.0,124.0,199303,1993-05-01T00:00:00Z
8315,10588,0,Chibahikari,,Magaki,1940-01-10T00:00:00Z,,,196009,1965-05-01T00:00:00Z
480,12070,3460,Yukiamami,Jonidan 31 East,Tatsunami,1998-01-09T00:00:00Z,185.0,132.0,201303,
6529,1783,0,Toyama,,Kasugayama,1967-02-03T00:00:00Z,178.2,116.0,198203,1989-01-01T00:00:00Z
3686,269,0,Hokutoarashi Ryota,,Hakkaku,1979-11-21T00:00:00Z,174.0,159.5,199507,2008-05-01T00:00:00Z
7429,5633,0,Tamanoiwa Yoshifusa,,Nishonoseki,1936-09-21T00:00:00Z,,,195605,1966-07-01T00:00:00Z
829,7419,0,Yodohibiki Fuminori#,,Oshiogawa,1960-03-26T00:00:00Z,178.0,94.0,197605,1984-09-01T00:00:00Z
3179,11761,0,Kotorikuzan Yushi,,Sadogatake,1993-12-10T00:00:00Z,174.5,174.5,200903,2020-07-01T00:00:00Z
5838,2726,0,Tsuzuki Atsushi,,Irumagawa,1981-03-14T00:00:00Z,174.0,112.0,199603,1996-09-01T00:00:00Z
5584,1950,0,Tatsunohana Ritsuei,,Takadagawa,1972-12-20T00:00:00Z,189.2,133.8,198901,1994-01-01T00:00:00Z
5682,2141,0,Kamikiiwa Ryuta,,Azumazeki,1971-11-10T00:00:00Z,,,199007,1991-11-01T00:00:00Z
6357,1798,0,Yamashita,,Kokonoe,1969-06-15T00:00:00Z,177.8,113.0,198503,1989-05-01T00:00:00Z
7072,7768,0,Onakamura,,Nakamura,0001-01-01T00:00:00Z,,,198703,1987-11-01T00:00:00Z
1084,4997,0,Sasahara Ryujin#,,Kasugano,1964-03-29T00:00:00Z,174.5,132.0,197903,1986-09-01T00:00:00Z
1654,7983,0,Tamazakura,,Tatsutagawa,1953-01-03T00:00:00Z,183.0,93.0,197401,1978-09-01T00:00:00Z
5083,1065,0,Fujinoyu Masahiro,,Hatachiyama,1978-12-29T00:00:00Z,180.0,79.0,200003,2000-09-01T00:00:00Z
6186,2260,0,Miyamoto Masaki,,Musashigawa,1973-01-17T00:00:00Z,177.0,87.0,199111,1992-03-01T00:00:00Z
1042,7849,0,Tochikachi#,,Kasugano,0001-01-01T00:00:00Z,,,198003,1981-03-01T00:00:00Z
421,12152,3543,Ishiazuma,Sandanme 73 East,Tamanoi,1998-11-08T00:00:00Z,166.0,102.0,201403,
2529,8389,0,Onoenami,,Kataonami,1945-03-18T00:00:00Z,177.0,81.0,196301,1969-01-01T00:00:00Z
2714,8592,0,Fusenishiki,,Kasugano,1945-01-20T00:00:00Z,180.0,107.0,196305,1968-01-01T00:00:00Z
2078,4041,0,Maenoyama Taro,,Takasago,1945-03-09T00:00:00Z,185.0,133.0,196103,1974-03-01T00:00:00Z
7792,11012,0,Tachihikari,,-,0001-01-01T00:00:00Z,,,195709,1961-01-01T00:00:00Z
6372,1436,0,Wakabanjaku,,Asahiyama,1963-02-11T00:00:00Z,180.6,156.0,198011,1990-01-01T00:00:00Z
8393,11452,0,Ono,,Oitekaze,1942-07-06T00:00:00Z,,,196107,1962-03-01T00:00:00Z
6243,2123,0,Shibutani Akitake,,Kasugano,1974-07-15T00:00:00Z,183.0,127.0,199003,1991-03-01T00:00:00Z
1813,8056,0,Arakiyama,,Tokitsukaze,1956-08-13T00:00:00Z,180.0,120.0,197205,1978-03-01T00:00:00Z
7598,10865,0,Minenomatsu,,-,0001-01-01T00:00:00Z,,,195609,1959-11-01T00:00:00Z
4004,618,0,Toyokaze Teruyoshi,,Oguruma,1980-03-20T00:00:00Z,179.0,128.0,199503,2006-05-01T00:00:00Z
3440,1275,0,Hokuto Masaki,,Isegahama,1986-05-26T00:00:00Z,171.0,106.8,200203,2017-05-01T00:00:00Z
5463,2144,0,Kudo Shinji,,Oshima,1973-06-28T00:00:00Z,177.0,93.0,199007,1991-09-01T00:00:00Z
8688,11258,0,Shakujiigawa,,-,0001-01-01T00:00:00Z,,,195905,1960-09-01T00:00:00Z
8449,11539,0,Hamajima,,-,0001-01-01T00:00:00Z,,,196511,1966-01-01T00:00:00Z
7385,10544,0,Marume,,-,0001-01-01T00:00:00Z,,,195409,1961-01-01T00:00:00Z
3320,12265,0,Mienomaru Genki,,Musashigawa,1994-08-15T00:00:00Z,170.0,102.0,201509,2018-05-01T00:00:00Z
1398,3911,0,Ohikari Sadayuki,,Dewanoumi,1927-09-24T00:00:00Z,181.0,115.0,194401,1963-11-01T00:00:00Z
306,12753,4144,Tatsuosho,Makushita 32 West,Tatsunami,2003-09-01T00:00:00Z,182.0,138.0,202203,
3373,12190,0,Tochidaiho Yasukazu,,Kasugano,1996-05-03T00:00:00Z,173.0,120.0,201409,2017-01-01T00:00:00Z
579,12567,3958,Nishikinoryu,Sandanme 22 East,Asahiyama,2003-10-28T00:00:00Z,178.0,130.0,201903,
2632,8477,0,Kawanowa,,Isenoumi,1946-12-14T00:00:00Z,,,196307,1969-07-01T00:00:00Z
1165,7428,0,Komaisami Makoto#,,Dewanoumi,1960-05-05T00:00:00Z,186.5,104.0,197603,1985-09-01T00:00:00Z
3359,1057,0,Minatosho Mitsuyoshi,,Minato,1982-05-28T00:00:00Z,170.0,123.5,200003,2017-09-01T00:00:00Z
6007,2459,0,Andai Satoshi,,Ajigawa,1978-03-23T00:00:00Z,183.0,114.0,199303,1994-11-01T00:00:00Z
904,1350,0,Onokuni Yasushi,,Hanaregoma,1962-10-09T00:00:00Z,189.0,199.0,197803,1991-07-01T00:00:00Z
5402,2769,0,Aiko Haruhito,,Ajigawa,1982-03-12T00:00:00Z,173.0,85.0,199703,1998-03-01T00:00:00Z
4814,5937,0,Shokai Takateru,,Arashio,1986-02-28T00:00:00Z,185.0,82.0,200311,2004-11-01T00:00:00Z
7601,10776,0,Shigeto,,-,0001-01-01T00:00:00Z,,,195603,1960-09-01T00:00:00Z
995,4303,0,Suiryu Teruyoshi,,Tatsunami,1953-02-04T00:00:00Z,177.0,116.0,196807,1984-01-01T00:00:00Z
255,12323,3714,Takabayama,Sandanme 39 West,Onoe,2000-10-02T00:00:00Z,175.0,102.0,201603,
91,12593,3984,Mudoho,Makushita 24 West,Otake,2001-09-18T00:00:00Z,185.5,136.4,201911,
6345,1623,0,Kiyosemine,,Isegahama,1965-08-07T00:00:00Z,182.5,105.0,198403,1989-09-01T00:00:00Z
7427,10276,0,Kiyonosato,,-,0001-01-01T00:00:00Z,,,195209,1958-09-01T00:00:00Z
8811,5798,0,Izawa,,-,0001-01-01T00:00:00Z,,,196101,1961-03-01T00:00:00Z
2060,8254,0,Unzen,,Kagamiyama,1956-05-07T00:00:00Z,,,197105,1976-01-01T00:00:00Z
434,12551,3942,Asahabataki,Sandanme 53 West,Takasago,2003-04-21T00:00:00Z,176.0,141.0,201903,
4813,1239,0,Taniguchi Masaya,,Nishonoseki,1986-05-13T00:00:00Z,174.0,100.0,200203,2002-09-01T00:00:00Z
1892,8269,0,Iwaiyama,,Miyagino,1957-10-09T00:00:00Z,,,197603,1976-09-01T00:00:00Z
6868,7495,0,Ominami,,Taiho,1966-09-07T00:00:00Z,174.0,84.0,198203,1984-01-01T00:00:00Z
2700,8580,0,Miyanoshima,,Tokitsukaze,1950-05-31T00:00:00Z,176.0,115.0,196309,1968-01-01T00:00:00Z
6355,1826,0,Kyokushinho,,Oshima,1971-05-06T00:00:00Z,176.0,72.7,198703,1989-11-01T00:00:00Z
921,7699,0,Fujitaka,,Kokonoe,1957-10-22T00:00:00Z,184.0,105.0,197309,1983-07-01T00:00:00Z
4763,2890,0,Takahashiyama Yuya,,Hanakago,1987-07-17T00:00:00Z,178.0,121.0,200303,2005-03-01T00:00:00Z
7642,10913,0,Satsumayama,,-,0001-01-01T00:00:00Z,,,195705,1960-01-01T00:00:00Z
2978,3996,0,Niigiyama# Tadashi,,Tokitsukaze,1940-01-05T00:00:00Z,177.0,142.0,195503,1963-05-01T00:00:00Z
5556,1544,0,Wakazakura Wataru#,,Kumagatani,1966-05-13T00:00:00Z,170.5,116.0,198207,1991-03-01T00:00:00Z
3487,1197,0,Kuninofuji Kiifun,,Minato,1984-11-09T00:00:00Z,,,200105,2002-05-01T00:00:00Z
1670,8029,0,Wada,,Izutsu,1962-08-13T00:00:00Z,170.0,93.0,197805,1979-01-01T00:00:00Z
5031,181,0,Mizuyutaka Ken,,Tokitsukaze,1975-06-25T00:00:00Z,181.0,93.0,199103,2000-01-01T00:00:00Z
4469,480,0,Futamusashi Yoshihito,,Musashigawa,1979-06-23T00:00:00Z,178.0,137.5,199503,2009-03-01T00:00:00Z
2455,8880,0,Tsuchiya,,Tokitsukaze,1949-02-09T00:00:00Z,187.0,103.0,196905,1970-09-01T00:00:00Z
1524,7947,0,Chitoseyama,,Isegahama,1963-04-17T00:00:00Z,183.0,128.0,197903,1979-11-01T00:00:00Z
1053,1516,0,Aratakayama Kimiyasu#,,Fujishima,1964-07-20T00:00:00Z,177.5,116.0,198003,1992-11-01T00:00:00Z
7060,6687,0,Kishihara,,Kasugayama,1972-08-10T00:00:00Z,,,198803,1988-07-01T00:00:00Z
2504,8532,0,Onakamura,,Nishonoseki,1946-11-03T00:00:00Z,177.0,76.0,196403,1968-11-01T00:00:00Z
4326,11970,0,Takanoumi Yutaka,,Tokitsukaze,1996-03-19T00:00:00Z,176.0,121.0,201105,2011-09-01T00:00:00Z
33,12130,3521,Shodai,Maegashira 10 East,Tokitsukaze,1991-11-04T15:00:00Z,184.0,169.0,201403,
2983,5756,0,Takanohashi Tsunego#,,Hanakago,1940-11-14T00:00:00Z,,,195911,1964-11-01T00:00:00Z
4992,32,0,Akinoshu Kenji,,Izutsu,1969-01-17T00:00:00Z,179.0,121.0,198409,2001-01-01T00:00:00Z
2508,8543,0,Ogawa,,Isegahama,1948-01-04T00:00:00Z,174.5,93.5,196209,1969-01-01T00:00:00Z
2278,5864,0,Suzuki Hajime#,,Isenoumi,1945-04-30T00:00:00Z,185.3,122.0,196103,1972-05-01T00:00:00Z
8587,11625,0,Katsukiyama,,-,0001-01-01T00:00:00Z,,,196303,1963-09-01T00:00:00Z
7272,7951,0,Hibikinada,,Mihogaseki,1963-08-11T00:00:00Z,172.0,94.0,197903,1979-09-01T00:00:00Z
2631,5674,0,Satsumaumi,,Miyagino,1946-06-08T00:00:00Z,170.8,81.0,196503,1969-11-01T00:00:00Z
5724,2623,0,Isemusashi Tetsuya,,Musashigawa,1977-02-24T00:00:00Z,187.0,99.5,199501,1996-07-01T00:00:00Z
3184,12440,0,Houn Yohei,,Minezaki,1995-05-11T00:00:00Z,175.0,70.0,201709,2020-07-01T00:00:00Z
2148,8916,0,Osuzuki,,Taiho,1954-04-23T00:00:00Z,171.0,97.0,196911,1973-03-01T00:00:00Z
642,493,0,Toho Soshi,,Otake,1980-08-27T00:00:00Z,183.0,121.7,199603,2022-01-01T00:00:00Z
8786,11386,0,Ando,,-,0001-01-01T00:00:00Z,,,196011,1961-07-01T00:00:00Z
1275,4136,0,Futahaguro Koji,,Tatsunami,1963-08-12T00:00:00Z,199.0,151.0,197903,1988-01-01T00:00:00Z
3680,353,0,Fujitsukasa Hideyasu,,Irumagawa,1977-06-29T00:00:00Z,189.0,185.0,199411,2007-09-01T00:00:00Z
1225,7202,0,Musashi Hiroyoshi#,,Takasago,1964-06-16T00:00:00Z,185.1,138.0,198003,1988-01-01T00:00:00Z
166,12373,3763,Tochikodai,Makushita 44 East,Kasugano,1999-01-09T00:00:00Z,177.0,117.0,201703,
6155,2392,0,Mimura Takayuki,,Musashigawa,1975-05-15T00:00:00Z,193.0,78.0,199209,1993-01-01T00:00:00Z
1690,5801,0,Kishu,,Isegahama,1955-09-07T00:00:00Z,177.0,115.0,197009,1978-09-01T00:00:00Z
6044,2530,0,Nagatayama Shinichi,,Tatsunami,1971-04-19T00:00:00Z,187.0,178.0,199401,1995-07-01T00:00:00Z
5629,1557,0,Shinminato Shinkichi#,,Minato,1970-02-16T00:00:00Z,181.8,145.0,198503,1993-01-01T00:00:00Z
8519,11676,0,Tashiro,,-,0001-01-01T00:00:00Z,,,196401,1964-03-01T00:00:00Z
2694,8786,0,Minehikari,,Futagoyama,1947-07-03T00:00:00Z,,,196505,1967-05-01T00:00:00Z
6084,2299,0,Ogata Tatsuya,,Musashigawa,1976-09-13T00:00:00Z,173.0,96.0,199203,1993-05-01T00:00:00Z
1607,7886,0,Hozan,,Taiho,1953-03-31T00:00:00Z,173.0,103.0,197009,1979-05-01T00:00:00Z
2765,8489,0,Tsukasanishiki#,,Kasugano,1945-10-02T00:00:00Z,177.0,78.0,196209,1968-01-01T00:00:00Z
5972,2186,0,Yutoyama Toru,,Takasago,1975-07-04T00:00:00Z,177.0,88.0,199103,1994-11-01T00:00:00Z
6812,5106,0,Wakataka Tsuyoshi#,,Asahiyama,1962-02-28T00:00:00Z,181.0,135.0,198201,1985-05-01T00:00:00Z
6120,2304,0,Maenobori Tsuyoshi,,Takadagawa,1976-04-05T00:00:00Z,173.0,80.0,199203,1993-09-01T00:00:00Z
1237,1487,0,Tatsubayama Kazutaka#,,Tokitsukaze,1964-10-29T00:00:00Z,182.0,116.9,198003,1992-11-01T00:00:00Z
5054,729,0,Satoyama Hisakazu,,Mihogaseki,1978-10-29T00:00:00Z,172.5,118.5,199703,1999-11-01T00:00:00Z
1399,3913,0,Kitanonada Noboru,,Tatsunami,1923-02-01T00:00:00Z,180.0,120.0,194001,1962-03-01T00:00:00Z
1179,2142,0,Maezakura Eijiro#,,Takadagawa,1956-02-24T00:00:00Z,176.5,137.0,197401,1982-05-01T00:00:00Z
8529,8912,0,Tokiryu,,-,0001-01-01T00:00:00Z,,,196909,1970-01-01T00:00:00Z
4463,9080,0,Kotonakai Hidetaka,,Sadogatake,1992-06-02T00:00:00Z,176.0,136.0,200803,2009-09-01T00:00:00Z
3654,384,0,Kachimori Kazutaka,,Isenoumi,1977-06-27T00:00:00Z,177.0,123.0,199605,2009-01-01T00:00:00Z
6458,6716,0,Kaiko,,Hanaregoma,1968-05-21T00:00:00Z,180.4,111.0,198403,1988-09-01T00:00:00Z
3091,6531,0,Asahisho Kota,,Tomozuna,1989-07-21T00:00:00Z,175.0,140.0,200503,2021-07-01T00:00:00Z
4773,839,0,Wakatetsu Koun,,Hanakago,1983-03-19T00:00:00Z,188.0,113.0,199803,2003-05-01T00:00:00Z
1117,7543,0,Ryutoyama Keisho#,,Isenoumi,1953-05-23T00:00:00Z,176.0,163.0,196805,1984-05-01T00:00:00Z
1699,4085,0,Owashi Hitoshi,,Wakamatsu,1946-01-12T00:00:00Z,190.0,115.0,196209,1978-01-01T00:00:00Z
5186,272,0,Shiunryu Teruki#,,Izutsu,1969-04-01T00:00:00Z,179.0,137.0,198405,1998-07-01T00:00:00Z
5606,1677,0,Kumonoumi,,Kasugano,1966-11-10T00:00:00Z,172.0,124.6,198203,1991-03-01T00:00:00Z
3375,1221,0,Hisatsukasa Nagatoshi,,Irumagawa,1983-11-16T00:00:00Z,176.0,118.0,200111,2017-07-01T00:00:00Z
4557,6026,0,Fujinoryu Toshiki,,Nakamura,1988-04-26T00:00:00Z,176.5,99.0,200403,2007-11-01T00:00:00Z
2294,5289,0,Kurokoma,,Futagoyama,1949-05-27T00:00:00Z,183.0,77.0,196803,1972-05-01T00:00:00Z
8513,11503,0,Ononishiki,,-,0001-01-01T00:00:00Z,,,196305,1964-03-01T00:00:00Z
